id,game_no,game_name,game_code,type,cost_price,tax,sale_price,date_of_sale
5226,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,2,32.77,2.95,39.32,2024-04-22 04:00:05
5227,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,1,12.32,1.11,14.78,2024-04-03 21:41:46
5228,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,72.74,6.55,87.29,2024-04-26 03:59:03
5229,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,1,96.48,8.68,115.78,2024-04-02 17:14:06
5230,54,GAME 54ZZZZZZZZZZZZZ,G54ZZ,2,89.86,8.09,107.83,2024-04-19 01:41:45
5231,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,30.20,2.72,36.24,2024-04-01 11:02:05
5232,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,54.66,4.92,65.59,2024-04-07 14:00:05
5233,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,2,27.57,2.48,33.08,2024-04-07 15:54:41
5234,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,1,73.14,6.58,87.77,2024-04-06 00:38:26
5235,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,86.67,7.80,104.00,2024-04-21 20:15:03
5236,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,2,83.25,7.49,99.90,2024-04-19 07:18:34
5237,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,66.80,6.01,80.16,2024-04-25 08:23:58
5238,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,2,75.33,6.78,90.40,2024-04-01 12:23:35
5239,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,2,26.61,2.39,31.93,2024-04-19 17:00:56
5240,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,2,13.51,1.22,16.21,2024-04-11 00:22:57
5241,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,39.81,3.58,47.77,2024-04-21 16:36:36
5242,42,GAME 42ZZZZZZZZZZZZZ,G42ZZ,2,59.30,5.34,71.16,2024-04-23 23:57:57
5243,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,1,66.07,5.95,79.28,2024-04-28 06:31:00
5244,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,1,44.80,4.03,53.76,2024-04-06 02:16:11
5245,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,1,1.37,0.12,1.64,2024-04-14 02:38:54
5246,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,31.04,2.79,37.25,2024-04-20 13:33:49
5247,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,23.63,2.13,28.36,2024-04-21 21:14:55
5248,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,97.35,8.76,116.82,2024-04-27 16:24:01
5249,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,2,18.90,1.70,22.68,2024-04-06 13:49:30
5250,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,8.33,0.75,10.00,2024-04-14 21:55:38
5251,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,53.30,4.80,63.96,2024-04-03 14:42:05
5252,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,72.58,6.53,87.10,2024-04-18 07:00:14
5253,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,2,0.72,0.06,0.86,2024-04-30 12:01:53
5254,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,56.35,5.07,67.62,2024-04-20 16:31:16
5255,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,49.93,4.49,59.92,2024-04-21 01:19:29
5256,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,20.61,1.85,24.73,2024-04-20 16:30:24
5257,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,74.39,6.70,89.27,2024-04-12 17:55:51
5258,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,71.15,6.40,85.38,2024-04-11 22:25:51
5259,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,2,28.76,2.59,34.51,2024-04-23 20:39:38
5260,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,21.54,1.94,25.85,2024-04-16 19:39:43
5261,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,2,37.42,3.37,44.90,2024-04-09 04:40:17
5262,87,GAME 87ZZZZZZZZZZZZZ,G87ZZ,1,73.91,6.65,88.69,2024-04-12 03:59:16
5263,67,GAME 67ZZZZZZZZZZZZZ,G67ZZ,1,8.75,0.79,10.50,2024-04-08 00:33:01
5264,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,2,92.37,8.31,110.84,2024-04-19 13:03:29
5265,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,66.49,5.98,79.79,2024-04-06 01:36:28
5266,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,2,32.02,2.88,38.42,2024-04-27 08:46:21
5267,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,1,53.87,4.85,64.64,2024-04-05 08:50:23
5268,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,58.31,5.25,69.97,2024-04-19 01:02:38
5269,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,2,81.73,7.36,98.08,2024-04-11 11:45:57
5270,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,1,49.19,4.43,59.03,2024-04-06 02:47:41
5271,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,48.25,4.34,57.90,2024-04-21 11:01:24
5272,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,76.47,6.88,91.76,2024-04-11 22:59:39
5273,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,2,20.44,1.84,24.53,2024-04-16 15:34:02
5274,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,63.50,5.72,76.20,2024-04-02 00:16:36
5275,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,1,99.53,8.96,119.44,2024-04-21 12:46:54
5276,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,1,70.29,6.33,84.35,2024-04-06 12:14:18
5277,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,2,78.76,7.09,94.51,2024-04-09 07:35:01
5278,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,2,62.01,5.58,74.41,2024-04-29 11:37:42
5279,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,80.01,7.20,96.01,2024-04-22 01:22:36
5280,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,26.18,2.36,31.42,2024-04-11 03:51:29
5281,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,31.18,2.81,37.42,2024-04-22 12:51:51
5282,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,2,61.41,5.53,73.69,2024-04-24 06:49:14
5283,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,27.39,2.47,32.87,2024-04-25 00:24:04
5284,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,1,18.00,1.62,21.60,2024-04-07 16:57:01
5285,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,2,36.04,3.24,43.25,2024-04-07 18:38:30
5286,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,17.26,1.55,20.71,2024-04-23 22:30:48
5287,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,36.19,3.26,43.43,2024-04-13 02:22:21
5288,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,61.83,5.56,74.20,2024-04-22 02:51:10
5289,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,2,79.88,7.19,95.86,2024-04-04 23:59:09
5290,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,9.26,0.83,11.11,2024-04-11 17:56:46
5291,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,76.54,6.89,91.85,2024-04-06 15:11:54
5292,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,1,61.36,5.52,73.63,2024-04-07 22:12:15
5293,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,5.68,0.51,6.82,2024-04-01 18:14:58
5294,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,2,6.74,0.61,8.09,2024-04-10 02:42:56
5295,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,80.26,7.22,96.31,2024-04-17 07:32:14
5296,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,84.77,7.63,101.72,2024-04-27 10:36:54
5297,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,8.82,0.79,10.58,2024-04-19 16:53:56
5298,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,1,46.93,4.22,56.32,2024-04-05 07:13:51
5299,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,33.47,3.01,40.16,2024-04-09 12:36:38
5300,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,2,15.84,1.43,19.01,2024-04-05 19:06:39
5301,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,69.84,6.29,83.81,2024-04-19 14:36:34
5302,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,2,59.55,5.36,71.46,2024-04-06 03:45:29
5303,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,2,11.85,1.07,14.22,2024-04-07 10:01:27
5304,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,1,45.94,4.13,55.13,2024-04-01 07:23:45
5305,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,2,26.12,2.35,31.34,2024-04-15 12:15:00
5306,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,1,43.10,3.88,51.72,2024-04-13 16:37:04
5307,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,88.01,7.92,105.61,2024-04-24 18:40:58
5308,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,19.40,1.75,23.28,2024-04-03 13:23:07
5309,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,63.70,5.73,76.44,2024-04-04 08:39:45
5310,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,2,42.79,3.85,51.35,2024-04-07 00:14:07
5311,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,30.72,2.76,36.86,2024-04-15 04:53:26
5312,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,12.55,1.13,15.06,2024-04-27 05:20:12
5313,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,36.65,3.30,43.98,2024-04-10 03:54:02
5314,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,96.13,8.65,115.36,2024-04-03 13:23:04
5315,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,2.99,0.27,3.59,2024-04-12 02:14:57
5316,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,2,15.93,1.43,19.12,2024-04-25 15:18:13
5317,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,94.89,8.54,113.87,2024-04-10 13:51:31
5318,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,1,99.95,9.00,119.94,2024-04-08 09:06:34
5319,69,GAME 69ZZZZZZZZZZZZZ,G69ZZ,2,50.22,4.52,60.26,2024-04-21 13:58:44
5320,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,1.09,0.10,1.31,2024-04-02 22:31:47
5321,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,1,20.89,1.88,25.07,2024-04-09 14:59:11
5322,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,1,12.91,1.16,15.49,2024-04-07 16:26:30
5323,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,2,50.26,4.52,60.31,2024-04-26 15:48:30
5324,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,86.18,7.76,103.42,2024-04-27 14:47:05
5325,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,2,43.22,3.89,51.86,2024-04-02 06:03:12
5326,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,1,38.88,3.50,46.66,2024-04-06 20:10:59
5327,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,75.43,6.79,90.52,2024-04-17 10:35:07
5328,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,70.11,6.31,84.13,2024-04-13 08:32:36
5329,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,2,7.91,0.71,9.49,2024-04-25 07:41:26
5330,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,40.34,3.63,48.41,2024-04-01 16:39:00
5331,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,1,90.96,8.19,109.15,2024-04-20 20:17:07
5332,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,1,81.96,7.38,98.35,2024-04-15 03:17:11
5333,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,1,49.91,4.49,59.89,2024-04-14 19:42:12
5334,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,6.66,0.60,7.99,2024-04-05 00:25:51
5335,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,1,86.14,7.75,103.37,2024-04-02 17:06:30
5336,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,2,91.09,8.20,109.31,2024-04-29 17:06:34
5337,54,GAME 54ZZZZZZZZZZZZZ,G54ZZ,1,14.17,1.28,17.00,2024-04-11 00:54:49
5338,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,49.01,4.41,58.81,2024-04-16 19:50:15
5339,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,2,2.64,0.24,3.17,2024-04-06 20:51:44
5340,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,2,44.56,4.01,53.47,2024-04-09 20:12:06
5341,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,30.06,2.71,36.07,2024-04-11 18:33:31
5342,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,13.34,1.20,16.01,2024-04-28 06:52:38
5343,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,90.11,8.11,108.13,2024-04-28 12:51:39
5344,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,40.79,3.67,48.95,2024-04-30 21:39:11
5345,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,44.60,4.01,53.52,2024-04-28 18:01:57
5346,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,1,93.77,8.44,112.52,2024-04-04 01:12:47
5347,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,81.09,7.30,97.31,2024-04-14 01:04:05
5348,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,13.13,1.18,15.76,2024-04-16 21:26:41
5349,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,67.61,6.08,81.13,2024-04-03 21:02:04
5350,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,91.67,8.25,110.00,2024-04-16 22:42:52
5351,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,1,36.60,3.29,43.92,2024-04-04 21:14:13
5352,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,2,83.43,7.51,100.12,2024-04-30 05:21:14
5353,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,2,77.30,6.96,92.76,2024-04-30 02:56:01
5354,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,0.73,0.07,0.88,2024-04-22 03:51:18
5355,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,69.45,6.25,83.34,2024-04-01 18:19:05
5356,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,2,53.93,4.85,64.72,2024-04-06 03:54:43
5357,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,76.52,6.89,91.82,2024-04-16 12:27:07
5358,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,1,4.99,0.45,5.99,2024-04-05 07:20:10
5359,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,1,5.53,0.50,6.64,2024-04-23 13:24:51
5360,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,1,36.03,3.24,43.24,2024-04-08 09:25:46
5361,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,1,78.54,7.07,94.25,2024-04-27 22:30:20
5362,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,1,55.27,4.97,66.32,2024-04-10 01:58:09
5363,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,2,92.51,8.33,111.01,2024-04-16 20:04:52
5364,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,66.44,5.98,79.73,2024-04-16 15:30:21
5365,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,2,37.37,3.36,44.84,2024-04-08 04:19:59
5366,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,1,40.33,3.63,48.40,2024-04-16 14:59:18
5367,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,12.58,1.13,15.10,2024-04-03 21:47:22
5368,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,35.35,3.18,42.42,2024-04-01 03:19:22
5369,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,19.39,1.75,23.27,2024-04-29 05:47:08
5370,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,90.78,8.17,108.94,2024-04-01 01:35:56
5371,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,2,98.80,8.89,118.56,2024-04-21 07:52:28
5372,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,2,46.87,4.22,56.24,2024-04-21 04:24:43
5373,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,2,43.23,3.89,51.88,2024-04-30 12:56:23
5374,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,48.89,4.40,58.67,2024-04-10 08:42:53
5375,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,95.25,8.57,114.30,2024-04-26 04:19:28
5376,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,49.64,4.47,59.57,2024-04-27 04:29:17
5377,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,90.55,8.15,108.66,2024-04-09 09:56:18
5378,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,2.62,0.24,3.14,2024-04-23 23:28:39
5379,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,2,38.30,3.45,45.96,2024-04-24 12:15:43
5380,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,1,15.32,1.38,18.38,2024-04-06 01:18:44
5381,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,2,13.78,1.24,16.54,2024-04-28 05:14:42
5382,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,20.96,1.89,25.15,2024-04-15 16:17:12
5383,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,70.34,6.33,84.41,2024-04-24 20:59:53
5384,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,3.75,0.34,4.50,2024-04-29 23:27:23
5385,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,36.85,3.32,44.22,2024-04-03 23:15:44
5386,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,37.02,3.33,44.42,2024-04-24 08:42:44
5387,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,28.43,2.56,34.12,2024-04-20 02:03:10
5388,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,1,37.16,3.34,44.59,2024-04-07 12:13:30
5389,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,1,61.77,5.56,74.12,2024-04-03 16:31:06
5390,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,7.36,0.66,8.83,2024-04-22 14:48:32
5391,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,77.92,7.01,93.50,2024-04-11 23:32:43
5392,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,1,10.82,0.97,12.98,2024-04-13 21:52:18
5393,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,57.84,5.21,69.41,2024-04-12 07:24:24
5394,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,29.42,2.65,35.30,2024-04-25 11:58:45
5395,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,86.09,7.75,103.31,2024-04-17 06:52:53
5396,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,2,94.59,8.51,113.51,2024-04-04 19:39:35
5397,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,20.70,1.86,24.84,2024-04-20 07:43:13
5398,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,24.62,2.22,29.54,2024-04-19 22:40:58
5399,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,52.12,4.69,62.54,2024-04-27 11:40:31
5400,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,28.90,2.60,34.68,2024-04-23 11:10:57
5401,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,46.12,4.15,55.34,2024-04-15 04:59:18
5402,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,91.94,8.27,110.33,2024-04-07 02:55:41
5403,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,2,28.49,2.56,34.19,2024-04-12 00:21:35
5404,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,1,89.22,8.03,107.06,2024-04-26 21:46:12
5405,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,67.81,6.10,81.37,2024-04-04 02:53:27
5406,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,5.92,0.53,7.10,2024-04-06 01:37:07
5407,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,2,83.93,7.55,100.72,2024-04-12 00:57:20
5408,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,86.03,7.74,103.24,2024-04-10 23:40:57
5409,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,59.65,5.37,71.58,2024-04-25 06:47:41
5410,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,74.56,6.71,89.47,2024-04-07 00:28:29
5411,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,70.50,6.35,84.60,2024-04-21 14:59:15
5412,69,GAME 69ZZZZZZZZZZZZZ,G69ZZ,2,81.67,7.35,98.00,2024-04-27 03:11:52
5413,45,GAME 45ZZZZZZZZZZZZZ,G45ZZ,2,1.17,0.11,1.40,2024-04-02 02:42:48
5414,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,84.88,7.64,101.86,2024-04-16 23:23:01
5415,87,GAME 87ZZZZZZZZZZZZZ,G87ZZ,2,66.28,5.97,79.54,2024-04-14 03:32:44
5416,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,41.93,3.77,50.32,2024-04-06 11:34:39
5417,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,49.72,4.47,59.66,2024-04-07 04:45:45
5418,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,49.62,4.47,59.54,2024-04-28 04:40:34
5419,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,71.23,6.41,85.48,2024-04-14 12:00:36
5420,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,98.71,8.88,118.45,2024-04-18 07:17:31
5421,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,55.14,4.96,66.17,2024-04-02 22:27:10
5422,45,GAME 45ZZZZZZZZZZZZZ,G45ZZ,1,24.42,2.20,29.30,2024-04-12 15:58:22
5423,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,36.57,3.29,43.88,2024-04-11 18:58:27
5424,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,79.75,7.18,95.70,2024-04-20 05:46:43
5425,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,91.04,8.19,109.25,2024-04-21 20:55:00
5426,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,1,94.25,8.48,113.10,2024-04-01 18:52:07
5427,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,7.64,0.69,9.17,2024-04-23 01:24:33
5428,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,2,64.24,5.78,77.09,2024-04-07 11:23:29
5429,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,2,62.91,5.66,75.49,2024-04-22 14:26:42
5430,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,27.68,2.49,33.22,2024-04-10 23:53:18
5431,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,56.98,5.13,68.38,2024-04-15 20:08:30
5432,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,2,46.28,4.17,55.54,2024-04-16 14:05:47
5433,87,GAME 87ZZZZZZZZZZZZZ,G87ZZ,2,85.33,7.68,102.40,2024-04-26 10:27:38
5434,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,2,70.36,6.33,84.43,2024-04-03 10:45:40
5435,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,2,77.75,7.00,93.30,2024-04-16 07:12:53
5436,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,1,34.57,3.11,41.48,2024-04-27 14:51:24
5437,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,2,0.30,0.03,0.36,2024-04-25 23:19:59
5438,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,2,93.18,8.39,111.82,2024-04-25 09:13:12
5439,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,97.67,8.79,117.20,2024-04-20 03:44:16
5440,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,2,83.93,7.55,100.72,2024-04-04 14:32:06
5441,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,34.95,3.15,41.94,2024-04-29 05:12:05
5442,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,26.69,2.40,32.03,2024-04-28 09:10:18
5443,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,61.47,5.53,73.76,2024-04-15 13:19:34
5444,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,44.14,3.97,52.97,2024-04-30 17:32:42
5445,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,69.66,6.27,83.59,2024-04-11 22:13:50
5446,54,GAME 54ZZZZZZZZZZZZZ,G54ZZ,1,1.30,0.12,1.56,2024-04-30 08:12:29
5447,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,1,13.24,1.19,15.89,2024-04-30 18:15:50
5448,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,22.82,2.05,27.38,2024-04-29 03:21:50
5449,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,1,8.19,0.74,9.83,2024-04-16 11:30:08
5450,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,72.79,6.55,87.35,2024-04-17 17:05:35
5451,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,91.52,8.24,109.82,2024-04-14 13:01:46
5452,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,2,92.39,8.32,110.87,2024-04-14 10:24:22
5453,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,7.95,0.72,9.54,2024-04-27 18:00:15
5454,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,1,44.23,3.98,53.08,2024-04-06 05:58:49
5455,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,27.60,2.48,33.12,2024-04-23 22:50:28
5456,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,26.41,2.38,31.69,2024-04-02 21:39:50
5457,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,2,42.38,3.81,50.86,2024-04-05 04:56:30
